county_names,wwtp_name,population_served,cases_new_cens_per10k,date_new,sars_cov2_raw_copiesL,flag,sars_cov2_normalized
Mecklenburg,Charlotte 1,68685.0,7.57,2021-01-03,,0,
Mecklenburg,Charlotte 2,182501.0,5.420000000000001,2021-01-03,,0,
Pitt,Greenville,89616.0,10.38,2021-01-03,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-01-03,,0,
Carteret,Town of Beaufort,3500.0,5.710000000000001,2021-01-03,,0,
Jackson,Tuckaseigee,13296.0,1.5,2021-01-03,,0,
Mecklenburg,Charlotte 1,68685.0,7.13,2021-01-04,,0,
Mecklenburg,Charlotte 2,182501.0,4.33,2021-01-04,119582.607431014,0,48863072.76528
Pitt,Greenville,89616.0,3.91,2021-01-04,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-01-04,,0,
Carteret,Town of Beaufort,3500.0,5.710000000000001,2021-01-04,,0,
Jackson,Tuckaseigee,13296.0,1.5,2021-01-04,42988.496600835,0,8934410.21163842
Mecklenburg,Charlotte 1,68685.0,13.100000000000001,2021-01-05,59966.6574022598,0,16458454.8147915
Mecklenburg,Charlotte 2,182501.0,9.97,2021-01-05,,0,
Pitt,Greenville,89616.0,16.400000000000002,2021-01-05,23048.676751605537,0,16258807.5599369
Carteret,Newport (Data available until - 8/18/21),4774.0,12.57,2021-01-05,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,4.720000000000001,2021-01-05,17375.845303178783,0,16932978.7538053
Carteret,Town of Beaufort,3500.0,14.290000000000001,2021-01-05,0.0,0,311698.22620376
Jackson,Tuckaseigee,13296.0,4.510000000000001,2021-01-05,,0,
New Hanover,Wilmington City,58361.0,9.42,2021-01-05,21385.04150101188,0,5659255.65496744
Orange,Chapel Hill - Carrboro,78141.0,4.1000000000000005,2021-01-06,14207.040508142452,0,6531345.29266412
Mecklenburg,Charlotte 1,68685.0,9.75,2021-01-06,96374.27042525397,0,25494835.6072684
Mecklenburg,Charlotte 2,182501.0,6.96,2021-01-06,90332.71832508966,0,31440074.4066279
Pitt,Greenville,89616.0,9.600000000000001,2021-01-06,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,10.47,2021-01-06,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,4.720000000000001,2021-01-06,,0,
Wake,Raleigh,550000.0,10.51,2021-01-06,59966.6574022598,0,24940865.7151835
Durham,South Durham,108105.0,4.63,2021-01-06,21488.60162970126,0,6952582.04623115
Carteret,Town of Beaufort,3500.0,5.710000000000001,2021-01-06,,0,
Jackson,Tuckaseigee,13296.0,1.5,2021-01-06,,0,
New Hanover,Wilmington City,58361.0,8.05,2021-01-06,,0,
Orange,Chapel Hill - Carrboro,78141.0,4.4799999999999995,2021-01-07,,0,
Mecklenburg,Charlotte 1,68685.0,6.990000000000001,2021-01-07,,0,
Mecklenburg,Charlotte 2,182501.0,6.96,2021-01-07,,0,
Pitt,Greenville,89616.0,9.48,2021-01-07,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-01-07,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,,2021-01-07,,0,
Wake,Raleigh,550000.0,11.0,2021-01-07,,0,
Durham,South Durham,108105.0,4.44,2021-01-07,,0,
Carteret,Town of Beaufort,3500.0,17.14,2021-01-07,,0,
Jackson,Tuckaseigee,13296.0,5.260000000000001,2021-01-07,,0,
New Hanover,Wilmington City,58361.0,7.03,2021-01-07,,0,
Orange,Chapel Hill - Carrboro,78141.0,3.2,2021-01-08,28861.739379323622,0,11422926.181823
Mecklenburg,Charlotte 1,68685.0,8.88,2021-01-08,,0,
Mecklenburg,Charlotte 2,182501.0,7.07,2021-01-08,,0,
Pitt,Greenville,89616.0,7.03,2021-01-08,19691.368667515224,0,11977456.9288717
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-01-08,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,4.720000000000001,2021-01-08,9020.809276334363,0,6693981.64637409
Wake,Raleigh,550000.0,11.05,2021-01-08,,0,
Durham,South Durham,108105.0,3.5200000000000005,2021-01-08,,0,
Carteret,Town of Beaufort,3500.0,,2021-01-08,0.0,0,318124.993754353
Jackson,Tuckaseigee,13296.0,1.5,2021-01-08,,0,
New Hanover,Wilmington City,58361.0,5.140000000000001,2021-01-08,,0,
Orange,Chapel Hill - Carrboro,78141.0,3.4600000000000004,2021-01-09,,0,
Mecklenburg,Charlotte 1,68685.0,7.43,2021-01-09,,0,
Mecklenburg,Charlotte 2,182501.0,5.48,2021-01-09,,0,
Pitt,Greenville,89616.0,8.48,2021-01-09,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-01-09,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,,2021-01-09,,0,
Wake,Raleigh,550000.0,8.620000000000001,2021-01-09,34477.34763580281,0,13086648.9608951
Durham,South Durham,108105.0,3.98,2021-01-09,34356.585977072886,0,10454319.6396618
Carteret,Town of Beaufort,3500.0,5.710000000000001,2021-01-09,,0,
Jackson,Tuckaseigee,13296.0,1.5,2021-01-09,,0,
New Hanover,Wilmington City,58361.0,4.800000000000001,2021-01-09,,0,
Orange,Chapel Hill - Carrboro,78141.0,2.8200000000000003,2021-01-10,,0,
Mecklenburg,Charlotte 1,68685.0,4.220000000000001,2021-01-10,,0,
Mecklenburg,Charlotte 2,182501.0,3.78,2021-01-10,,0,
Pitt,Greenville,89616.0,3.91,2021-01-10,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-01-10,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,,2021-01-10,,0,
Wake,Raleigh,550000.0,5.25,2021-01-10,,0,
Durham,South Durham,108105.0,3.24,2021-01-10,,0,
Carteret,Town of Beaufort,3500.0,,2021-01-10,,0,
Jackson,Tuckaseigee,13296.0,1.5,2021-01-10,,0,
New Hanover,Wilmington City,58361.0,4.63,2021-01-10,,0,
Orange,Chapel Hill - Carrboro,78141.0,2.5600000000000005,2021-01-11,,0,
Mecklenburg,Charlotte 1,68685.0,4.220000000000001,2021-01-11,41109.60958218895,0,11486856.2668698
Mecklenburg,Charlotte 2,182501.0,3.45,2021-01-11,,0,
Pitt,Greenville,89616.0,3.6799999999999997,2021-01-11,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-01-11,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,,2021-01-11,,0,
Wake,Raleigh,550000.0,3.85,2021-01-11,,0,
Durham,South Durham,108105.0,2.59,2021-01-11,,0,
Carteret,Town of Beaufort,3500.0,,2021-01-11,,0,
Jackson,Tuckaseigee,13296.0,1.5,2021-01-11,32801.933144252376,0,8124739.83304
New Hanover,Wilmington City,58361.0,3.08,2021-01-11,,0,
Orange,Chapel Hill - Carrboro,78141.0,3.9700000000000006,2021-01-12,65954.52979136456,0,25752090.1089336
Mecklenburg,Charlotte 1,68685.0,8.01,2021-01-12,72327.38070744721,0,19890841.580848105
Mecklenburg,Charlotte 2,182501.0,6.96,2021-01-12,53735.46315051165,0,19772479.8330116
Pitt,Greenville,89616.0,9.600000000000001,2021-01-12,41231.05625617657,0,23685883.6456545
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-01-12,0.0,0,325812.331113028
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,14.17,2021-01-12,12046.783803156768,0,7754691.70857299
Wake,Raleigh,550000.0,8.8,2021-01-12,,0,
Durham,South Durham,108105.0,3.6100000000000003,2021-01-12,,0,
Carteret,Town of Beaufort,3500.0,5.710000000000001,2021-01-12,0.0,0,330978.528855539
Jackson,Tuckaseigee,13296.0,4.510000000000001,2021-01-12,,0,
New Hanover,Wilmington City,58361.0,5.65,2021-01-12,,0,
Orange,Chapel Hill - Carrboro,78141.0,4.86,2021-01-13,,0,
Mecklenburg,Charlotte 1,68685.0,8.440000000000001,2021-01-13,,0,
Mecklenburg,Charlotte 2,182501.0,6.36,2021-01-13,62449.97998398397,0,22175968.3532754
Pitt,Greenville,89616.0,8.26,2021-01-13,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-01-13,7541.551564499176,0,3587908.16408736
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,4.720000000000001,2021-01-13,,0,
Wake,Raleigh,550000.0,8.67,2021-01-13,59947.89404140901,0,20010814.1237471
Durham,South Durham,108105.0,3.0500000000000003,2021-01-13,30240.70105007489,0,8714805.25862142
Carteret,Town of Beaufort,3500.0,,2021-01-13,,0,
Jackson,Tuckaseigee,13296.0,1.5,2021-01-13,,0,
New Hanover,Wilmington City,58361.0,2.91,2021-01-13,,0,
Orange,Chapel Hill - Carrboro,78141.0,2.18,2021-01-14,,0,
Mecklenburg,Charlotte 1,68685.0,7.13,2021-01-14,,0,
Mecklenburg,Charlotte 2,182501.0,6.03,2021-01-14,,0,
Pitt,Greenville,89616.0,8.26,2021-01-14,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,,2021-01-14,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,4.720000000000001,2021-01-14,,0,
Wake,Raleigh,550000.0,7.91,2021-01-14,,0,
Durham,South Durham,108105.0,3.89,2021-01-14,,0,
Carteret,Town of Beaufort,3500.0,5.710000000000001,2021-01-14,,0,
Jackson,Tuckaseigee,13296.0,1.5,2021-01-14,,0,
New Hanover,Wilmington City,58361.0,6.68,2021-01-14,,0,
Orange,Chapel Hill - Carrboro,78141.0,2.69,2021-01-15,14404.860290887935,0,5296434.91024577
Mecklenburg,Charlotte 1,68685.0,6.840000000000001,2021-01-15,,0,
Mecklenburg,Charlotte 2,182501.0,6.300000000000001,2021-01-15,,0,
Pitt,Greenville,89616.0,5.58,2021-01-15,29055.120030727812,0,15181636.7543362
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-01-15,6229.967897188558,0,3260311.5868227
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,4.720000000000001,2021-01-15,0.0,0,840619.359247536
Wake,Raleigh,550000.0,7.220000000000001,2021-01-15,,0,
Durham,South Durham,108105.0,3.33,2021-01-15,,0,
Carteret,Town of Beaufort,3500.0,5.710000000000001,2021-01-15,3929.058411375431,0,4461917.31312615
Jackson,Tuckaseigee,13296.0,4.510000000000001,2021-01-15,,0,
New Hanover,Wilmington City,58361.0,7.71,2021-01-15,,0,
Orange,Chapel Hill - Carrboro,78141.0,2.18,2021-01-16,,0,
Mecklenburg,Charlotte 1,68685.0,6.41,2021-01-16,,0,
Mecklenburg,Charlotte 2,182501.0,5.48,2021-01-16,,0,
Pitt,Greenville,89616.0,7.590000000000001,2021-01-16,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,,2021-01-16,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,4.720000000000001,2021-01-16,,0,
Wake,Raleigh,550000.0,6.620000000000001,2021-01-16,46300.64794363036,0,15455316.2312766
Durham,South Durham,108105.0,3.33,2021-01-16,35586.86555458349,0,9457960.8103763
Carteret,Town of Beaufort,3500.0,5.710000000000001,2021-01-16,,0,
Jackson,Tuckaseigee,13296.0,1.5,2021-01-16,,0,
New Hanover,Wilmington City,58361.0,4.63,2021-01-16,,0,
Orange,Chapel Hill - Carrboro,78141.0,1.2800000000000002,2021-01-17,,0,
Mecklenburg,Charlotte 1,68685.0,4.800000000000001,2021-01-17,,0,
Mecklenburg,Charlotte 2,182501.0,3.6200000000000006,2021-01-17,,0,
Pitt,Greenville,89616.0,4.91,2021-01-17,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-01-17,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,4.720000000000001,2021-01-17,,0,
Wake,Raleigh,550000.0,4.55,2021-01-17,,0,
Durham,South Durham,108105.0,2.22,2021-01-17,,0,
Carteret,Town of Beaufort,3500.0,,2021-01-17,,0,
Jackson,Tuckaseigee,13296.0,1.5,2021-01-17,,0,
New Hanover,Wilmington City,58361.0,3.7700000000000005,2021-01-17,,0,
Orange,Chapel Hill - Carrboro,78141.0,2.18,2021-01-18,,0,
Mecklenburg,Charlotte 1,68685.0,4.08,2021-01-18,,0,
Mecklenburg,Charlotte 2,182501.0,3.5100000000000002,2021-01-18,,0,
Pitt,Greenville,89616.0,3.35,2021-01-18,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,,2021-01-18,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,4.720000000000001,2021-01-18,,0,
Wake,Raleigh,550000.0,2.67,2021-01-18,,0,
Durham,South Durham,108105.0,3.33,2021-01-18,,0,
Carteret,Town of Beaufort,3500.0,5.710000000000001,2021-01-18,,0,
Jackson,Tuckaseigee,13296.0,1.5,2021-01-18,46636.24701881573,0,12348019.7053604
New Hanover,Wilmington City,58361.0,3.6,2021-01-18,,0,
Orange,Chapel Hill - Carrboro,78141.0,2.18,2021-01-19,12903.487900563956,0,4594383.7905343
Mecklenburg,Charlotte 1,68685.0,6.550000000000001,2021-01-19,,0,
Mecklenburg,Charlotte 2,182501.0,6.25,2021-01-19,,0,
Pitt,Greenville,89616.0,8.370000000000001,2021-01-19,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-01-19,0.0,0,150774.605292504
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,4.720000000000001,2021-01-19,9295.160030897809,0,4819986.13437815
Wake,Raleigh,550000.0,6.65,2021-01-19,,0,
Durham,South Durham,108105.0,2.9600000000000004,2021-01-19,,0,
Carteret,Town of Beaufort,3500.0,5.710000000000001,2021-01-19,,0,
Jackson,Tuckaseigee,13296.0,1.5,2021-01-19,,0,
New Hanover,Wilmington City,58361.0,5.65,2021-01-19,,0,
Orange,Chapel Hill - Carrboro,78141.0,2.5600000000000005,2021-01-20,,0,
Mecklenburg,Charlotte 1,68685.0,6.260000000000001,2021-01-20,47328.63826479697,0,11789959.6613494
Mecklenburg,Charlotte 2,182501.0,5.420000000000001,2021-01-20,47631.397208144124,0,16192682.6338162
Pitt,Greenville,89616.0,7.140000000000001,2021-01-20,16610.23780684672,0,7942340.45568317
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-01-20,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,,2021-01-20,,0,
Wake,Raleigh,550000.0,6.2700000000000005,2021-01-20,25561.69008496897,0,8641656.74060391
Durham,South Durham,108105.0,3.1500000000000004,2021-01-20,28930.952282978913,0,7293923.80332376
Carteret,Town of Beaufort,3500.0,5.710000000000001,2021-01-20,0.0,0,289204.539776685
Jackson,Tuckaseigee,13296.0,1.5,2021-01-20,,0,
New Hanover,Wilmington City,58361.0,2.74,2021-01-20,,0,
Orange,Chapel Hill - Carrboro,78141.0,2.43,2021-01-21,,0,
Mecklenburg,Charlotte 1,68685.0,4.800000000000001,2021-01-21,,0,
Mecklenburg,Charlotte 2,182501.0,5.32,2021-01-21,,0,
Pitt,Greenville,89616.0,6.81,2021-01-21,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-01-21,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,11.81,2021-01-21,,0,
Wake,Raleigh,550000.0,6.6000000000000005,2021-01-21,,0,
Durham,South Durham,108105.0,3.4200000000000004,2021-01-21,,0,
Carteret,Town of Beaufort,3500.0,5.710000000000001,2021-01-21,,0,
Jackson,Tuckaseigee,13296.0,4.510000000000001,2021-01-21,,0,
New Hanover,Wilmington City,58361.0,5.140000000000001,2021-01-21,,0,
Orange,Chapel Hill - Carrboro,78141.0,2.43,2021-01-22,,0,
Mecklenburg,Charlotte 1,68685.0,4.95,2021-01-22,,0,
Mecklenburg,Charlotte 2,182501.0,5.420000000000001,2021-01-22,,0,
Pitt,Greenville,89616.0,7.590000000000001,2021-01-22,50000.00000000002,0,23401084.627744894
New Hanover,New Hanover County (North),67743.0,4.870000000000001,2021-01-22,16992.64546796644,0,6390331.86955674
Carteret,Newport (Data available until - 8/18/21),4774.0,10.47,2021-01-22,0.0,0,141351.192461722
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,4.720000000000001,2021-01-22,13860.916275629123,0,7435396.193164819
Wake,Raleigh,550000.0,4.5600000000000005,2021-01-22,,0,
Durham,South Durham,108105.0,3.4200000000000004,2021-01-22,,0,
Carteret,Town of Beaufort,3500.0,5.710000000000001,2021-01-22,5744.56264653803,0,5343172.00008467
Jackson,Tuckaseigee,13296.0,1.5,2021-01-22,,0,
New Hanover,Wilmington City,58361.0,4.970000000000001,2021-01-22,18472.953201911154,0,3870150.9582283106
Orange,Chapel Hill - Carrboro,78141.0,3.33,2021-01-23,23515.95203260969,0,8293288.203637939
Mecklenburg,Charlotte 1,68685.0,5.82,2021-01-23,,0,
Mecklenburg,Charlotte 2,182501.0,5.59,2021-01-23,,0,
Pitt,Greenville,89616.0,4.58,2021-01-23,,0,
New Hanover,New Hanover County (North),67743.0,6.2,2021-01-23,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-01-23,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,,2021-01-23,,0,
Wake,Raleigh,550000.0,5.44,2021-01-23,30990.926091357804,0,9986540.14025434
Durham,South Durham,108105.0,2.7800000000000002,2021-01-23,37649.70119403342,0,9175648.53747066
Carteret,Town of Beaufort,3500.0,,2021-01-23,,0,
Jackson,Tuckaseigee,13296.0,1.5,2021-01-23,,0,
New Hanover,Wilmington City,58361.0,4.11,2021-01-23,,0,
Orange,Chapel Hill - Carrboro,78141.0,1.6600000000000001,2021-01-24,,0,
Mecklenburg,Charlotte 1,68685.0,4.08,2021-01-24,,0,
Mecklenburg,Charlotte 2,182501.0,3.4000000000000004,2021-01-24,,0,
Pitt,Greenville,89616.0,2.68,2021-01-24,,0,
New Hanover,New Hanover County (North),67743.0,3.4000000000000004,2021-01-24,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-01-24,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,4.720000000000001,2021-01-24,,0,
Wake,Raleigh,550000.0,3.84,2021-01-24,,0,
Durham,South Durham,108105.0,2.87,2021-01-24,,0,
Carteret,Town of Beaufort,3500.0,5.710000000000001,2021-01-24,,0,
Jackson,Tuckaseigee,13296.0,1.5,2021-01-24,,0,
New Hanover,Wilmington City,58361.0,4.28,2021-01-24,,0,
Orange,Chapel Hill - Carrboro,78141.0,2.18,2021-01-25,,0,
Mecklenburg,Charlotte 1,68685.0,3.64,2021-01-25,42763.88663346683,0,11100638.2985739
Mecklenburg,Charlotte 2,182501.0,2.47,2021-01-25,81009.25873009834,0,26766831.3959421
Pitt,Greenville,89616.0,2.34,2021-01-25,,0,
New Hanover,New Hanover County (North),67743.0,3.99,2021-01-25,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,,2021-01-25,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,,2021-01-25,,0,
Wake,Raleigh,550000.0,1.89,2021-01-25,,0,
Durham,South Durham,108105.0,2.59,2021-01-25,,0,
Carteret,Town of Beaufort,3500.0,,2021-01-25,,0,
Jackson,Tuckaseigee,13296.0,1.5,2021-01-25,14909.551301095573,0,3523168.68689745
New Hanover,Wilmington City,58361.0,3.6,2021-01-25,,0,
Orange,Chapel Hill - Carrboro,78141.0,3.33,2021-01-26,14142.13562373096,0,5131326.25668514
Mecklenburg,Charlotte 1,68685.0,5.53,2021-01-26,,0,
Mecklenburg,Charlotte 2,182501.0,3.89,2021-01-26,,0,
Pitt,Greenville,89616.0,5.24,2021-01-26,53033.008588991004,0,27553552.4210747
New Hanover,New Hanover County (North),67743.0,4.58,2021-01-26,27522.717889045794,0,10596388.9920385
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-01-26,0.0,0,320471.145357077
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,4.720000000000001,2021-01-26,5994.789404140896,0,3108585.72745684
Wake,Raleigh,550000.0,7.2,2021-01-26,,0,
Durham,South Durham,108105.0,1.67,2021-01-26,,0,
Carteret,Town of Beaufort,3500.0,5.710000000000001,2021-01-26,0.0,0,295631.307327278
Jackson,Tuckaseigee,13296.0,4.510000000000001,2021-01-26,,0,
New Hanover,Wilmington City,58361.0,7.370000000000001,2021-01-26,13162.446581088203,0,2749043.08403771
Orange,Chapel Hill - Carrboro,78141.0,6.2700000000000005,2021-01-27,,0,
Mecklenburg,Charlotte 1,68685.0,6.260000000000001,2021-01-27,40527.76825831885,0,13312169.0504716
Mecklenburg,Charlotte 2,182501.0,7.120000000000001,2021-01-27,25602.734228984235,0,11247573.3249977
Pitt,Greenville,89616.0,6.920000000000001,2021-01-27,,0,
New Hanover,New Hanover County (North),67743.0,5.460000000000001,2021-01-27,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-01-27,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,,2021-01-27,,0,
Wake,Raleigh,550000.0,5.78,2021-01-27,31991.209730174305,0,11114734.6141457
Durham,South Durham,108105.0,4.44,2021-01-27,9940.44767603554,0,3341513.14070119
Carteret,Town of Beaufort,3500.0,5.710000000000001,2021-01-27,,0,
Jackson,Tuckaseigee,13296.0,1.5,2021-01-27,,0,
New Hanover,Wilmington City,58361.0,3.7700000000000005,2021-01-27,,0,
Orange,Chapel Hill - Carrboro,78141.0,4.220000000000001,2021-01-28,,0,
Mecklenburg,Charlotte 1,68685.0,5.68,2021-01-28,,0,
Mecklenburg,Charlotte 2,182501.0,6.470000000000001,2021-01-28,,0,
Pitt,Greenville,89616.0,4.13,2021-01-28,,0,
New Hanover,New Hanover County (North),67743.0,4.870000000000001,2021-01-28,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,,2021-01-28,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,4.720000000000001,2021-01-28,,0,
Wake,Raleigh,550000.0,5.710000000000001,2021-01-28,,0,
Durham,South Durham,108105.0,2.1300000000000003,2021-01-28,,0,
Carteret,Town of Beaufort,3500.0,,2021-01-28,,0,
Jackson,Tuckaseigee,13296.0,1.5,2021-01-28,,0,
New Hanover,Wilmington City,58361.0,4.46,2021-01-28,,0,
Orange,Chapel Hill - Carrboro,78141.0,3.2,2021-01-29,12737.739202857008,0,6368026.51537692
Mecklenburg,Charlotte 1,68685.0,4.510000000000001,2021-01-29,,0,
Mecklenburg,Charlotte 2,182501.0,3.4000000000000004,2021-01-29,,0,
Pitt,Greenville,89616.0,3.4600000000000004,2021-01-29,10750.000000000016,0,5893989.78976968
New Hanover,New Hanover County (North),67743.0,2.8000000000000003,2021-01-29,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-01-29,0.0,0,438237.700183487
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,,2021-01-29,11757.976016304867,0,7463659.92267488
Wake,Raleigh,550000.0,3.85,2021-01-29,,0,
Durham,South Durham,108105.0,3.0500000000000003,2021-01-29,,0,
Carteret,Town of Beaufort,3500.0,5.710000000000001,2021-01-29,4677.071733467434,0,7132419.47120379
Jackson,Tuckaseigee,13296.0,1.5,2021-01-29,,0,
New Hanover,Wilmington City,58361.0,5.140000000000001,2021-01-29,,0,
Orange,Chapel Hill - Carrboro,78141.0,2.69,2021-01-30,,0,
Mecklenburg,Charlotte 1,68685.0,4.510000000000001,2021-01-30,,0,
Mecklenburg,Charlotte 2,182501.0,2.9600000000000004,2021-01-30,,0,
Pitt,Greenville,89616.0,4.24,2021-01-30,,0,
New Hanover,New Hanover County (North),67743.0,6.790000000000001,2021-01-30,4506.939094329983,0,1745268.60378784
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-01-30,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,,2021-01-30,,0,
Wake,Raleigh,550000.0,5.16,2021-01-30,7595.228765481653,0,2670704.5736704706
Durham,South Durham,108105.0,2.87,2021-01-30,47434.164902525656,0,14001830.9637818
Carteret,Town of Beaufort,3500.0,,2021-01-30,,0,
Jackson,Tuckaseigee,13296.0,1.5,2021-01-30,,0,
New Hanover,Wilmington City,58361.0,7.540000000000001,2021-01-30,17524.982168321916,0,3807951.81927802
Orange,Chapel Hill - Carrboro,78141.0,2.5600000000000005,2021-01-31,,0,
Mecklenburg,Charlotte 1,68685.0,4.800000000000001,2021-01-31,,0,
Mecklenburg,Charlotte 2,182501.0,2.08,2021-01-31,,0,
Pitt,Greenville,89616.0,2.34,2021-01-31,,0,
New Hanover,New Hanover County (North),67743.0,2.5100000000000002,2021-01-31,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,,2021-01-31,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,4.720000000000001,2021-01-31,,0,
Wake,Raleigh,550000.0,2.5600000000000005,2021-01-31,,0,
Durham,South Durham,108105.0,2.22,2021-01-31,,0,
Carteret,Town of Beaufort,3500.0,5.710000000000001,2021-01-31,,0,
Jackson,Tuckaseigee,13296.0,1.5,2021-01-31,,0,
New Hanover,Wilmington City,58361.0,3.4299999999999997,2021-01-31,,0,
Orange,Chapel Hill - Carrboro,78141.0,2.3000000000000003,2021-02-01,,0,
Mecklenburg,Charlotte 1,68685.0,2.77,2021-02-01,8645.808232895291,0,3178200.61692696
Mecklenburg,Charlotte 2,182501.0,3.5100000000000002,2021-02-01,14223.659866574448,0,6384327.30864632
Pitt,Greenville,89616.0,2.5700000000000003,2021-02-01,,0,
New Hanover,New Hanover County (North),67743.0,4.13,2021-02-01,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-02-01,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,4.720000000000001,2021-02-01,,0,
Wake,Raleigh,550000.0,1.31,2021-02-01,,0,
Durham,South Durham,108105.0,1.7600000000000002,2021-02-01,,0,
Carteret,Town of Beaufort,3500.0,,2021-02-01,,0,
Jackson,Tuckaseigee,13296.0,1.5,2021-02-01,12779.554374077374,0,4475191.1783234
New Hanover,Wilmington City,58361.0,3.2600000000000002,2021-02-01,,0,
Orange,Chapel Hill - Carrboro,78141.0,3.4600000000000004,2021-02-02,6708.203932499366,0,3509642.05466653
Mecklenburg,Charlotte 1,68685.0,5.53,2021-02-02,,0,
Mecklenburg,Charlotte 2,182501.0,3.4000000000000004,2021-02-02,,0,
Pitt,Greenville,89616.0,6.140000000000001,2021-02-02,80777.47210701763,0,51385602.4179096
New Hanover,New Hanover County (North),67743.0,3.4000000000000004,2021-02-02,,0,
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-02-02,0.0,0,150774.605292504
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,4.720000000000001,2021-02-02,0.0,0,233755.834386235
Wake,Raleigh,550000.0,5.0,2021-02-02,,0,
Durham,South Durham,108105.0,2.9600000000000004,2021-02-02,,0,
Carteret,Town of Beaufort,3500.0,5.710000000000001,2021-02-02,0.0,0,3154893.69823382
Jackson,Tuckaseigee,13296.0,1.5,2021-02-02,,0,
New Hanover,Wilmington City,58361.0,3.2600000000000002,2021-02-02,,0,
Orange,Chapel Hill - Carrboro,78141.0,2.0500000000000003,2021-02-03,,0,
Mecklenburg,Charlotte 1,68685.0,5.970000000000001,2021-02-03,51112.62075065219,0,14310069.3035561
Mecklenburg,Charlotte 2,182501.0,3.34,2021-02-03,32863.353450309995,0,14784885.2800309
Pitt,Greenville,89616.0,3.0100000000000002,2021-02-03,,0,
New Hanover,New Hanover County (North),67743.0,3.84,2021-02-03,0.0,0,128501.197869569
Carteret,Newport (Data available until - 8/18/21),4774.0,4.19,2021-02-03,,0,
Chatham,Pittsboro (Data available until - 5/25/21),4234.0,4.720000000000001,2021-02-03,,0,
